path	fitness
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20343455.9638656
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20313042.115022972
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20093733.50742323
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20093733.50742323
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,6,5,4,2,10,11,17,18,1,19,26	20093733.50742323
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,21,20,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	20063319.6585806
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,20,21,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	19754773.79828188
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,20,21,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	19754773.79828188
25,12,13,23,30,24,29,28,33,32,27,3,15,14,16,31,20,21,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	19754773.79828188
25,12,14,23,30,24,29,28,33,32,27,3,15,13,16,31,20,21,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	19741079.91304595
25,12,14,23,30,24,29,28,33,32,27,3,15,13,16,31,20,21,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	19741079.91304595
25,12,14,23,30,24,29,28,33,32,27,3,15,13,16,31,20,21,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	19741079.91304595
25,12,14,23,30,24,29,28,33,32,27,3,15,13,16,31,20,21,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	19741079.91304595
25,12,14,23,30,24,29,28,33,32,27,3,15,13,16,31,20,21,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	19741079.91304595
25,12,14,23,30,24,29,28,33,32,27,3,15,13,16,31,20,21,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	19741079.91304595
25,12,14,23,30,24,29,28,33,32,27,3,15,13,16,31,20,21,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	19741079.91304595
25,12,14,23,30,24,29,28,33,32,27,3,15,13,16,31,20,21,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	19741079.91304595
25,12,14,23,30,24,29,28,33,32,27,3,15,13,16,31,20,21,22,9,7,8,0,4,5,6,2,10,11,17,18,1,19,26	19741079.91304595
25,12,14,23,30,24,29,28,33,32,27,3,15,13,16,31,20,21,22,9,8,7,0,4,5,6,2,10,11,17,18,1,19,26	19714050.02692
