path	fitness
33,12,15,23,30,24,29,28,32,25,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	23810304.242573153
33,12,15,23,30,24,29,28,32,25,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	23810304.242573153
25,12,15,23,30,28,29,24,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	22879130.842896923
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
25,12,15,23,30,24,29,28,32,33,27,3,13,7,9,22,21,20,31,16,14,0,8,2,5,4,6,17,11,10,18,1,19,26	21936050.84843952
26,12,15,23,30,24,29,28,32,33,27,3,13,14,9,22,21,20,31,16,7,0,8,2,5,4,6,17,11,10,18,1,19,25	21581890.812517717
25,12,15,23,30,24,29,28,32,33,27,3,13,14,9,22,21,20,31,16,7,0,8,2,5,4,6,17,11,10,18,1,19,26	21464399.429287497
25,12,15,23,30,24,29,28,32,33,27,3,13,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21276552.46856978
25,12,15,23,30,24,29,28,32,33,27,3,13,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21276552.46856978
25,12,15,23,30,24,29,28,32,33,27,3,13,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21276552.46856978
25,12,15,23,30,24,29,28,32,33,27,3,13,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21276552.46856978
25,12,15,23,30,24,29,28,32,33,27,3,13,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21276552.46856978
25,12,15,23,30,24,29,28,32,33,27,3,13,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21276552.46856978
25,12,15,23,30,24,29,28,32,33,27,3,13,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21276552.46856978
25,12,15,23,30,24,29,28,32,33,27,3,13,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21276552.46856978
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21228188.322992407
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21228188.322992407
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21228188.322992407
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21228188.322992407
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21228188.322992407
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21228188.322992407
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21228188.322992407
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21228188.322992407
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21228188.322992407
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,17,11,10,18,1,19,26	21228188.322992407
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,32,33,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20402411.27874258
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
25,12,13,23,30,24,29,28,33,32,27,3,15,14,9,22,21,20,31,16,7,8,0,2,5,4,6,10,11,17,18,1,19,26	20364320.47737703
