imdb_id	douban_id	blog_link	title	directors	actors	countries	genres	release_date	watch_date	is_tv	imdb_rating	douban_rating	rating	auto_update	updated_date
tt9319668	30378843	NA	1899	巴伦·博·欧达尔	艾米丽·比查姆, 阿奈林·巴纳德, 安德烈亚斯·皮特斯柯曼, 米格尔·贝尔纳尔德阿尤, 何塞·皮芒道, 安东·莱瑟, 弗莱恩·爱德华兹, 伊莎贝拉·魏, 王琦珮, 雅恩·盖尔, 乔纳斯·布洛凯, 马蒂尔德·奥利维耶, 罗莎莉·克雷格, 马切伊·穆西尔, 克拉拉·罗萨杰, 卢卡斯·林高·藤内森, 玛丽亚·厄沃尔特, 亚历山大·维尧姆, 马丁·格雷斯-罗森塔尔, 缇诺·麦威斯, 艾萨克·登特勒, 克洛伊·海因里希, 卡雅·陈, 理查德·霍普, 本·阿什登, 海蒂·托尼, 约书亚·塞伦丁德, 尼克拉斯·梅恩斯彻因, 维达·斯约斯莱夫	德国, 美国	剧情, 历史, 悬疑	2022-11-17	2022-11-21	TRUE	7.6	6.7	6	1	2023-01-08
tt22399058	35604644	NA	她和她的她	卓立	许玮甯, 李程彬, 贾静雯, 吴慷仁, 李霈瑜, 温贞菱, 于子育, 陈以文, 丁宁, 伊正, 徐钧浩, 林奕岚, 张凯喆, 林思廷, 许筑婷, 胡恩宁 , 胡宇威, 郭雪芙, 林哲熹, 薛仕凌, 蒋伟文, 廖慧珍, 段钧豪, 黄舒湄, 杨闵, 梁洳瑄, 林嘉俐, 罗能华, 孙君宝, 彭若萱, 洪义, 蔡亘晏, 罗弘任	中国台湾	剧情, 悬疑	2022-10-28	2022-10-29	TRUE	6.8	8.6	7	1	2023-01-08
tt21800888	35441582	NA	6/45	朴奎泰	高庚杓, 李伊庚, 音文硕, 朴世婉, 李淳元, 郭东延, 金民浩, 柳承秀, 尹炳熙, 李俊赫, 申元鎬, 南道润, 徐正宇	韩国	剧情, 喜剧	2022-08-24	2022-11-01	FALSE	7.1	7.6	8	1	2023-01-08
tt21081098	35131416	NA	妈，别闹了！	陈慧翎, 李俊宏	比莉, 贾静雯, 柯佳嬿, 寇世勋, 吴慷仁, 林柏宏, 曾莞婷	中国台湾	剧情, 喜剧, 家庭	2022-07-15	2022-07-31	TRUE	6.2	6.8	6	1	2023-01-08
tt20192958	35436582	NA	爱，死亡和机器人 第三季	帕特里克·奥斯本, 大卫·芬奇, 埃米莉·迪恩, 罗伯特·比斯, 安迪·里昂, 吕寅荣, 蒂姆·米勒, 卡洛斯·史蒂文斯, 杰罗姆·陈, 阿尔贝托·米尔戈	乔什·布雷纳, 加里·安东尼·威廉斯, 凯蒂·洛斯, 克里斯·帕内尔, 特罗伊·贝克, 凯文·杰克逊, 弗雷德·塔特西奥, 安东尼·马克·巴罗, 查特尔·巴里, 派瑞·申, 泰姆·温特斯, 詹姆斯·普雷斯顿·罗杰斯, 杰森·弗莱明, 艾洛蒂·袁, 马克斯·福勒, 麦肯兹·戴维斯, 霍莉·杰德, 大卫·沙特罗, 乔尔·麦克哈尔, 赛斯·格林, 加布里埃尔·鲁纳, 史蒂夫·布卢姆, 安德鲁·基希诺, 罗莎里奥·道森, 杰森·乔治, 克雷格·费格森, 丹·史蒂文斯, 乔·曼根尼罗, 克里斯蒂·瑟拉图斯, 杰·科特尼, 诺希尔·达拉尔, 斯坦顿·李, 杰夫·辛, 黛布拉·威尔逊, 吉文·斯维尔·布兰布尔	美国	喜剧, 科幻, 动画	2022-05-20	2022-05-23	TRUE	NA	8.6	8	1	2022-05-23
tt1745960	6893932	NA	壮志凌云2：独行侠	约瑟夫·科辛斯基	汤姆·克鲁斯, 詹妮弗·康纳利, 迈尔斯·特勒, 乔恩·哈姆, 方·基默, 莫妮卡.巴巴罗, 珍·路易莎·凯利, 曼尼·贾希尼托, 罗伯塔·斯巴达, 艾德·哈里斯, 格伦·鲍威尔, 刘易斯·普尔曼, 雷蒙德·李, 莉莲安娜·雷伊, 杰·埃利斯, 杰克·皮克金, 蕾切尔·马卡里兰, 巴希尔·萨拉赫丁, 彼得·马克·肯德尔, 查尔斯·帕内尔, 切尔西哈里斯, 丹尼·拉米雷斯, 王仲欣, 南希·德马尔斯, 康妮·夏普, 塞尔吉奥·布里奥内斯, 佩内洛普·卡普迪雅, 马克·安东尼·考克斯, 莫宾·汗	美国, 中国大陆	动作	2022-05-18	2022-10-15	FALSE	8.4	8	8	1	2023-01-08
NA	35465262	NA	没有工作的一年	郭增友	辣目洋子, 万鹏, 翟子路, 李俊贤, 蒋雪鸣, 李彦漫, 朱锐, 许娣, 梁天, 宋春丽, 万子涵, 李泽锋, 王璐, 李芯逸, 宁文彤, 康群智, 柯宇, 夏晨曦, 李倩倩, 李雨洋, 吴昕洁, 李鸣宇, 卢钲, 张子涵, 金天宇, 董书辰, 国永振, 李宏磊, 杨心怡, 杨哲, 王译莹, 陈季维, 冷海铭, 李玲, 周杰, 胡博, 米杨, 徐晟, 勺子, 杨晓栋	中国大陆	剧情	2022-04-11	2022-05-15	TRUE	NA	7.1	8	1	2022-05-23
tt10825320	30284118	NA	特战荣耀	徐纪周	杨洋, 李一桐, 蒋璐霞, 高鑫, 孟阿赛, 蒋龙, 周牧茵, 刘硕, 郭洺宇, 吴健, 沈晓海, 石兆琪, 谢静, 胡毅, 陈慧康, 王宸心	中国大陆	剧情	2022-04-05	2022-04-30	TRUE	8.8	7.1	7	1	2022-05-23
tt2934286	24748737	NA	光环 第一季	乔纳森·里贝斯曼, 奥图·巴瑟赫斯特, 罗伊·雷内, 杰特·威尔金森	巴勃罗·施瑞博尔, 娜塔莎·麦克艾霍恩, 叶林·韩, 博基姆·伍德拜因, 简·泰勒, 莎巴娜·阿兹米, 奥利维亚·格兰特, 夏莉·墨菲, 凯特·肯尼迪, 宾利·卡鲁, 娜塔莎·卡尔扎克, 丹尼·萨帕尼, 瑞安·麦克法兰, Casper Knopf, 朱利安·布里奇, 莎拉·里奇韦, 卡尔·约翰逊, 希尔顿·麦克雷, 菲奥娜·奥肖内西, 加博尔·纳吉帕尔, 米兰达·威尔逊, 杰米·比米什, 约翰尼·帕尔默, 伊恩·皮里, 约翰·迈尔斯, 安吉·塞佩达, 伊万·芬勇, 妮拉·阿利亚, 卡罗琳·博尔顿, 米里亚姆·诺瓦克, 孔政焕	美国	动作, 战争, 科幻	2022-03-24	2022-08-01	TRUE	7.1	6.6	7	1	2023-01-08
tt19818310	35480594	NA	猪猡之王	金大镇	金东旭, 金成圭, 蔡贞安	韩国	惊悚	2022-03-18	2022-09-01	TRUE	7.9	8.7	8	1	2023-01-08
tt6710474	30314848	NA	瞬息全宇宙	关家永, 丹尼尔·施纳特	杨紫琼, 许玮伦, 关继威, 吴汉章, 杰米·李·柯蒂斯, 塔丽·梅德尔, 珍妮·斯蕾特, 岑勇康, 比夫·威夫, 黎唯, 黎明, 李静, 苏妮特·玛尼, 阿隆·拉扎尔, 切尔西·戈德史密斯, 克雷格·亨宁森, 安东尼·莫利纳利, 丹·布朗, 帕努瓦特·安东尼·纳纳肯帕诺姆, 卡拉·玛丽·乔尔简, 兰达尔·阿切尔, 埃夫卡·科瓦拉西尤斯, 奥德丽·瓦西莱夫斯基, 布恩·平考, 蒂莫西·尤里齐, 丹尼尔·施纳特, 西协美智子, 蒂莫西·斯科特·拉尔斯顿, 兰迪·纽曼, 纳拉亚纳·卡布拉尔, D.Y. Sao, 关家永	美国	喜剧, 奇幻, 冒险	2022-03-11	2023-01-07	FALSE	8.1	7.6	8	1	2023-01-08
tt17346230	35559374	NA	军检察官多伯曼犬	陈昌圭	安普贤, 曹宝儿, 吴妍秀, 金永敏	韩国	剧情, 动作, 爱情	2022-02-28	2022-08-29	TRUE	7.8	7.4	8	1	2023-01-08
tt13352968	35235813	NA	祝你好运，里奥·格兰德	苏菲·海德	艾玛·汤普森, 达利尔·麦克科马克, 伊莎贝拉·拉夫兰德, 莱斯·马巴莱卡, 莱尼·贝阿雷, 卡琳娜·洛佩斯, 夏洛特·威尔	英国	剧情, 喜剧	2022-01-21	2023-01-07	FALSE	7.2	8.2	8	1	2023-01-08
tt12235718	34974555	NA	地狱公使	延尚昊	刘亚仁, 金贤珠, 朴正民, 元真儿, 梁益准, 李来, 金度允, 金信禄, 刘庆秀, 切斯·玛瑟尔, 哈里森·徐, 维多利亚·格蕾丝	韩国	奇幻, 恐怖	2021-11-19	2021-11-21	TRUE	NA	6.8	7	1	2021-11-28
tt1160419	3001114	NA	沙丘	丹尼斯·维伦纽瓦	蒂莫西·柴勒梅德, 丽贝卡·弗格森, 奥斯卡·伊萨克, 戴夫·巴蒂斯塔, 赞达亚, 杰森·莫玛, 乔什·布洛林, 哈维尔·巴登, 斯特兰·斯卡斯加德, 夏洛特·兰普林, 大卫·达斯马齐连, 莎伦·邓肯-布鲁斯特, 斯蒂芬·亨德森, 迈克尔·纳尔多内, 张震, 巴布斯·奥卢桑莫昆, Oliver Ryan, 查理·罗尔斯, 格洛里亚·奥比安约, 保罗·布林, 比约恩·弗赖贝格	美国	剧情, 科幻, 冒险	2021-10-22	2021-10-24	FALSE	8.4	7.9	7	1	2021-10-24
tt13462900	25845392	NA	长津湖	陈凯歌, 徐克, 林超贤	吴京, 易烊千玺, 段奕宏, 朱亚文, 李晨, 韩东君, 胡军, 张涵予, 黄轩, 欧豪, 史彭元, 李岷城, 唐国强, 杨一威, 周小斌, 林永健, 王宁, 刘劲, 卢奇, 王伍福, 耿乐, 曹阳, 李军, 王同辉, 艾米, 石昊正, 许明虎	中国大陆, 中国香港	剧情, 历史, 战争	2021-09-30	2021-10-07	FALSE	NA	7.6	6	1	2021-10-07
tt10919420	34812928	NA	鱿鱼游戏	黄东赫	李政宰, 朴海秀, 魏化俊, 孔刘, 李秉宪, 吴永洙, 郑浩妍, 许成泰, 金周灵, 李瑜美, 阿努帕姆·特里帕蒂, 金英玉, 金范来, 李书焕, 金英善, 朴惠珍, 姜末琴, 杰弗里·朱利亚诺, 约翰 D.迈克斯, 丹尼尔·C·肯尼迪	韩国	悬疑, 惊悚	2021-09-17	2021-09-25	TRUE	NA	7.7	7	1	2021-10-06
tt6264654	30337388	NA	失控玩家	肖恩·利维	瑞安·雷诺兹, 朱迪·科默, 乔·基瑞, 里尔·莱尔·哈瓦瑞, 塔伊加·维迪提, 乌特卡什·安邦德卡尔, 查宁·塔图姆, 休·杰克曼, 道恩·强森, 克里斯·埃文斯, 约翰·卡拉辛斯基, 蒂娜·菲, 卡米尔·科斯塔克, 布丽特妮·欧德福特, 肯尼斯·以色列, 亚历克斯·崔贝克, 劳拉·斯宾塞, 马修·卡德罗普, 迈克尔·陶, 野村祐人, Raj Jawa, 何塞·冈斯·阿尔维斯, 欧文·伯克, 加布里埃尔·洛莱斯, 雷吉纳·托芬, 珍妮尔·费格利, 泰特·弗莱彻, 香农·哈特曼, 金伯利·豪威, Mark Lainer, Mike Devine, 亚伦·W·里德, Sophie Levy, Vernon Scott, Naheem Garcia	美国, 加拿大	喜剧, 动作, 科幻	2021-08-27	2021-10-01	FALSE	7.6	7.6	8	1	2021-10-06
tt13024974	35028876	NA	D.P：逃兵追缉令	韩俊熙	丁海寅, 具教焕, 金成钧, 孙锡久, 元智安, 李濬荣, 高庚杓, 朴柾佑, 李雪, 玄奉植, 申承浩, 赵贤哲, 洪京, 权海骁, 李仲玉, 金范洙	韩国	剧情, 动作, 犯罪	2021-08-27	2021-09-01	TRUE	8.8	9.2	9	1	2021-09-05
tt12624504	35125443	NA	1921	黄建新, 郑大圣	黄轩, 倪妮, 王仁君	中国大陆	剧情, 历史	2021-07-01	2021-07-04	FALSE	3.4	6.7	6	1	2021-07-06
tt8519380	29984000	NA	热带往事	温仕培	彭于晏, 张艾嘉, 王砚辉	中国大陆	剧情, 犯罪, 悬疑	2021-06-12	2021-06-13	FALSE	NA	6.5	7	1	2021-06-25
tt11448076	32493124	NA	悬崖之上	张艺谋	张译, 于和伟, 秦海璐, 朱亚文, 刘浩存, 倪大红, 李乃文, 余皑磊, 飞凡, 雷佳音, 沙溢, 韩昊霖, 赵毅	中国大陆, 中国香港	剧情, 动作, 悬疑	2021-04-30	2021-05-01	FALSE	6.6	7.6	7	1	2023-01-08
tt13759970	35231436	NA	模范出租车	朴俊宇	李帝勋, 李絮, 金义城 Eui-sung Kim, 表艺珍, 车智妍, 裴侑蓝, 张赫镇	韩国	剧情	2021-04-09	2021-11-21	TRUE	8.2	8.1	6	1	2021-11-28
tt2458948	10428501	NA	新·福音战士剧场版：终	庵野秀明, 鹤卷和哉, 中山胜一	绪方惠美, 林原惠美, 宫村优子	日本	剧情, 科幻, 动画	2021-03-08	2021-08-14	FALSE	8.2	9.2	9	1	2021-08-16
tt13634792	35027568	NA	窥探	崔俊裴	李昇基, 李熙俊, 朴柱炫, 景收真, 安在旭, 金贞兰, 权华焕, 赵在允, 金英玉, 安内相, 金英在, 表志勋, 禹志贤	韩国	剧情, 犯罪, 悬疑	2021-03-03	2021-09-04	TRUE	8.8	8.6	7	1	2021-09-05
tt13000980	35155748	NA	金刚川	管虎, 郭帆, 路阳	张译, 吴京, 李九霄, 魏晨, 邓超, 欧豪, 邱天, 周思羽, 刘显达, 石昊正	中国大陆	剧情, 战争	2020-10-23	2020-11-01	FALSE	5.6	6.5	6	1	2023-01-08
tt12740326	35069506	NA	一点就到家	许宏宇	刘昊然, 彭昱畅, 尹昉, 谭卓, 张琪, 李佳琦, 西文, 陈瑞生	中国大陆	剧情, 喜剧	2020-10-04	2020-11-28	FALSE	6	6.5	6	1	2023-01-08
tt11464826	34960008	NA	监视资本主义：智能陷阱	杰夫·奥洛威斯基	杰伦·拉尼尔, 罗杰·麦克纳米, 斯凯勒·吉桑多, 卡拉·海沃德, 文森特·卡塞瑟, 马蒂·林赛, Ena Henderson, Chase Penny	美国	纪录片	2020-09-09	2021-02-15	FALSE	7.6	8.7	8	1	2023-01-08
tt6723592	30444960	NA	信条	克里斯托弗·诺兰	约翰·大卫·华盛顿, 罗伯特·帕丁森, 伊丽莎白·德比茨基, 肯尼思·布拉纳, 亚伦·泰勒-约翰逊, 迪宝·卡帕蒂娅, 克蕾曼丝·波西, 希米什·帕特尔, 安德鲁·霍华德, 尤里·科洛科利尼科夫, 迈克尔·凯恩, 马丁·唐文, 卡里娜·韦尔瓦, 乔纳森·坎普, 凯蒂·麦克凯布, 贝恩·科拉科, 安东尼·莫利纳利, 特伦特·布克斯顿, 英格丽·玛格斯, 瑞奇·切劳洛, 劳里·谢泼德, 马克·克雷尼克, 亚历克斯·威克索, 丹兹尔·史密斯, 马塞尔·萨巴特	美国, 英国	剧情, 动作, 科幻	2020-09-04	2020-12-06	FALSE	7.3	7.6	7	1	2023-01-08
tt7294150	26754233	NA	八佰	管虎	王千源, 张译, 姜武, 黄志忠, 张俊一, 欧豪, 杜淳, 魏晨, 张宥浩, 唐艺昕, 李九霄, 李晨, 梁静, 侯勇, 辛柏青, 俞灏明, 刘晓庆, 姚晨, 郑恺, 余皑磊, 黄晓明, 徐嘉雯, 张承, 马精武, 胡晓光, 陆思宇, 白恩, 曹璐, 刘云龙, 杨嘉华, 中泉英雄, 高爽, 郑伟, 高冬平, 黄米依, 曹卫宇, 宋洋, 徐乐同, 徐幸	中国大陆	剧情, 历史, 战争	2020-08-21	2020-08-30	FALSE	6.7	7.5	8	1	2023-01-08
tt12477942	33404425	NA	隐秘的角落	辛爽	秦昊, 王景春, 荣梓杉, 史彭元, 王圣迪, 张颂文, 刘琳, 芦芳生, 李梦, 黄米依, 李俊霆, 穆丽燕, 林鹏, 陈朵怡, 赵晖, 刘妍, 任洛敏, 刘晨霞	中国大陆	剧情, 犯罪, 悬疑	2020-06-16	2020-05-26	TRUE	8.2	8.8	8	1	2023-01-08
tt11474084	34845712	NA	三叉戟	刘海波	陈建斌, 董勇, 郝平, 何杜娟, 王骁, 胡可, 徐绍瑛, 陶红, 侯岩松, 巫刚, 耿艺展, 丁勇岱, 翟小兴, 白威, 赵子琪, 李君峰, 宿北宸, 范诗然, 李龙君	中国大陆	剧情, 犯罪	2020-05-31	2020-05-25	TRUE	6.8	7.5	7	1	2023-01-08
tt12079212	34930834	NA	谁是被害者 第一季	庄绚维, 陈冠仲	张孝全, 许玮甯, 王识贤, 黄河, 李沐, 丁宁, 陈家逵, 郑人硕, 夏靖庭, 林心如	中国台湾	犯罪, 悬疑	2020-04-30	2020-05-01	TRUE	7.3	8	7	1	2023-01-08
NA	35006021	NA	文学的日常	王圣志	马原, 吴啸海, 马家辉, 焦元溥, 麦家, 史航, 阿来, 谢有顺, 小白, 高翊峰	中国大陆	纪录片	2020-04-16	2020-05-17	TRUE	NA	8	9	1	2023-01-08
tt11769304	33464863	NA	机智医生生活	申元浩	曹政奭, 柳演锡, 郑敬淏, 金大明, 田美都, 金海淑, 金甲洙, 丁文晟, 申贤彬, 文泰佑, 金俊翰, 河允庆, 全光镇, 安恩真, 金惠仁, 崔英俊, 申度贤, 徐镇元, 赵胜延, 金俊, 郭善英, 奇恩世, 赵怡贤, 裴贤圣, 金秀珍, 李露雅, 李达, 杨照雅, 朴韩率, 李慧恩, 金妃妃, 李智媛, 尹惠利, 金智星, 薛有珍, 成东日, 金成均, 艺智苑, 吴允儿, 朴亨洙, 黄英熙, 朴胜泰, 廉惠兰, 金圣喆, 郑宰成, 李智勋, 崔英佑	韩国	剧情	2020-03-12	2020-03-12	TRUE	8.8	9.5	9	1	2023-01-08
tt11239552	34617196	NA	梨泰院Class	金善允	朴叙俊, 金多美, 权娜拉, 刘在明, 李珠英, 金东希, 孙贤周, 金惠恩	韩国	剧情	2020-01-31	2020-03-01	TRUE	8.2	7.2	8	1	2023-01-08
tt9243442	30317706	NA	特警队	丁晟	凌潇肃, 贾乃亮, 金晨, 张云龙, 刘俊孝, 刘文擘, 蔡心, 王泊文, 常戎, 赵小锐, 那尔那茜, 唐羽翰, 丁一, 淳于珊珊, 罗伯特·克耐普, 桑平, 马浴柯, 乔振宇, 张亮	中国大陆	动作	2019-12-27	2020-01-28	FALSE	4.2	5	6	1	2023-01-08
tt10564446	33436135	NA	只有芸知道	冯小刚	黄轩, 杨采钰, 徐帆, 莉迪亚·佩克汉, 赵淑珍, 张洪杰, 茹萍	中国大陆	剧情, 爱情	2019-12-20	2020-01-29	FALSE	6	6.3	8	1	2023-01-08
tt11285908	30200087	NA	白头山	李海俊, 金丙书	李秉宪, 河正宇, 马东锡, 全慧珍, 裴秀智	韩国	动作, 灾难	2019-12-19	2020-01-27	FALSE	6.2	6.5	7	1	2023-01-08
tt10850932	33425578	NA	爱的迫降	李政孝	玄彬, 孙艺珍, 徐智慧, 金正贤, 全国焕, 郑爱丽, 河锡辰, 南庆邑, 方银振, 黄雨瑟惠, 尹智敏, 张慧珍, 朴明勋, 金善映, 金贞兰, 张素妍, 吴万石, 金永敏, 郑敬淏, 金秀贤, 崔智友, 朴成雄, 罗映姫, 金淑, 李信永, 崔代勋, 杨景元, 汤峻相, 车清华, 高圭弼, 朴亨洙, 崔承允, 吴在世, 徐熙, 安秀彬, 吴贞媛	韩国	剧情, 喜剧, 爱情	2019-12-14	2020-01-01	TRUE	8.7	8.3	8	1	2023-01-08
NA	33418361	NA	但是还有书籍	罗颖鸾, 杨骊珠, 王悦阳, 郑苏杭, 刘倩瑜, 彭欣宇, 林宸西	朱岳, 俞国林, 范晔, 朱利伟, 小隐, 杨早, 蔡皋, 熊亮, 粲然, 吴雅慧, 陈晓维, 蜗牛, lulu, 宁成春, 何浩, 薄英	中国大陆	纪录片	2019-12-11	2020-03-21	TRUE	NA	9	9	1	2023-01-08
tt7975244	30128985	NA	勇敢者游戏2：再战巅峰	杰克·卡斯丹	道恩·强森, 凯伦·吉兰, 杰克·布莱克, 凯文·哈特, 尼克·乔纳斯, 奥卡菲娜, 亚历克斯·沃尔夫, 丹尼·德维托, 摩根·特纳, 罗伊·麦克凯恩, 玛琳·辛科, 麦迪森·伊瑟曼, 科林·汉克斯, 丹妮亚·拉米雷兹, 瑞斯·达比, 丹尼·格洛弗, 瑟达吕斯·布兰, 尼克·戈麦斯, 布鲁诺·罗斯, 莎拉·贝纳尼, 查尔斯·格林, 迈克尔·比斯利, 保罗·皮尔斯伯里, 萨尔·隆戈巴尔多, 约翰·盖蒂尔	美国	喜剧, 动作, 奇幻	2019-12-06	2019-12-06	FALSE	6.7	5.9	6	1	2023-01-08
tt11262762	30468961	NA	想见你	黄天仁	柯佳嬿, 许光汉, 施柏宇, 颜毓麟, 严艺文, 张翰, 林鹤轩, 郭文颐, 吴志庆, 林子珊, 张毓晨, 曾之乔, 徐诣帆, 朱芷莹, 简廷芮, 梁洳瑄, 马惠珍, 连晨翔, 邱胜翊, 杨翘硕, 安伟, 黄鸿升, 章广辰	中国台湾	爱情, 悬疑, 奇幻	2019-11-17	2020-02-08	TRUE	8.7	9.2	8	1	2023-01-08
tt0120731	1292001	NA	海上钢琴师	朱塞佩·托纳多雷	蒂姆·罗斯, 普路特·泰勒·文斯, 比尔·努恩, 克兰伦斯·威廉姆斯三世, 梅兰尼·蒂埃里, 皮特·沃恩, 尼尔·奥布赖恩, 阿尔贝托·巴斯克斯, 加布里埃莱·拉维亚, 科里·巴克, 西德尼·科尔, Luigi De Luca, 尼古拉·迪·平托, 费米·依鲁福祖, 伊斯顿·盖奇, 凯文·麦克纳利, 布莱恩·普林格, 沙拉·鲁宾, 希思科特·威廉姆斯, 阿妮妲·扎格利亚, 安吉洛·迪洛雷塔	意大利	剧情, 音乐	2019-11-15	NA	FALSE	8	9.3	8	1	2023-01-08
tt6924650	26786669	NA	决战中途岛	罗兰·艾默里奇	艾德·斯克林, 帕特里克·威尔森, 伍迪·哈里森, 卢克·伊万斯, 丹尼斯·奎德, 曼迪·摩尔, 亚历山大·路德韦格, 艾伦·艾克哈特, 达伦·克里斯, 尼克·乔纳斯, 卢克·克莱恩坦克, 杰克·韦伯, 基恩·约翰逊, 浅野忠信, 大卫·休莱特, 马克·罗斯顿, 布雷南·布朗, 詹姆斯·卡佩内罗, 马修·麦考尔, 格雷格·霍瓦尼西安, 杰克·曼利, 杰弗里·布莱克, 瑞秋·佩雷尔·佛斯基特, 卡梅伦·布罗德, 杰克博·布莱尔, 克里斯蒂·布鲁克, 国村隼, 泰勒·艾略特·伯克, 丰川悦司, 艾梅伯·瓦尔斯, 莫妮卡·比卡罗娃, 托尼·克里斯托弗, 加雷特·佐藤, 罗伯特·克鲁克斯, 埃里克·戴维斯, 托马斯∙瓦利埃, 约翰·洛巴托, 迪索·拉莫斯, 肯尼·梁	中国大陆, 中国香港, 加拿大, 美国	剧情, 历史, 战争	2019-11-08	2019-11-09	FALSE	6.7	7.5	7	1	2023-01-08
tt10895588	30338164	NA	罪梦者	陈映蓉	张孝全, 贾静雯, 范晓萱, 王柏杰, 章立衡, 周洺甫, 许光汉, 郭子乾, 陆一龙, 庹宗华, 孙情, 李志希, 沈海蓉, 潘仪君, 高盟杰, 彭千祐	中国台湾	犯罪, 悬疑	2019-10-31	2020-02-22	TRUE	5.6	6.9	8	1	2023-01-08
tt10405394	33218325	NA	60天，指定幸存者	柳钟善	池珍熙, 李浚赫, 许峻豪, 姜汉娜, 裴宗玉, 金圭丽, 孙锡久, 崔宰诚	韩国	剧情, 犯罪, 悬疑	2019-07-01	2019-01-26	TRUE	8.1	8.4	8	1	2023-01-08
tt0245429	1291561	NA	千与千寻	宫崎骏	柊瑠美, 入野自由, 夏木真理, 菅原文太, 中村彰男, 玉井夕海, 神木隆之介, 内藤刚志, 泽口靖子, 我修院达也, 大泉洋, 小林郁夫, 上条恒彦, 小野武彦	日本	剧情, 动画, 奇幻	2019-06-21	NA	FALSE	8.6	9.4	8	1	2023-01-08
tt11182816	30378681	NA	噬罪者	张亨如, 赖孟杰	庄凯勋, 夏于乔, 曹晏豪, 蔡淑臻, 林子熙, 隆宸翰, 应采灵, 蔡瑞雪, 颜毓麟, 罗光旭, 王道南, 李璇, 金凯德, 许孟甯, 罗思琦, 黄舒湄, 廖钦亮, 陈文山, 夏大宝	中国台湾	剧情, 犯罪	2019-06-08	2019-08-25	TRUE	NA	8	8	1	2023-01-08
tt10073114	30181230	NA	我们与恶的距离	林君阳	贾静雯, 温升豪, 吴慷仁, 周采诗, 陈妤, 洪都拉斯, 曾沛慈, 林哲熹, 施名帅, 林予晞, 检场, 谢琼煖, 刘越逖, 谢丽金, 巴戈, 萧瑶, 于卉乔, 王可元, 刘修甫, 葛蕾, 严艺文, 林雨宣	中国台湾	剧情	2019-03-24	2019-07-01	TRUE	8.9	9.4	8	1	2023-01-08
tt9581076	26715636	NA	地久天长	王小帅	王景春, 咏梅, 齐溪	中国大陆	剧情, 家庭	2019-03-22	2019-01-26	FALSE	7.7	8.1	8	1	2021-04-11
tt9561862	30424374	NA	爱，死亡和机器人 第一季	维克多·马尔多纳多, 加布里埃尔·彭纳基奥利, 阿尔弗雷多·托雷斯, 弗兰克·巴尔森, 阿尔贝托·米尔戈, 蒂姆·米勒, 达米安·纽诺, 杰罗姆·陈, 维塔利·舒舒科, 欧文·沙利文, 罗伯特·瓦利, 戴夫·威尔逊, 乔恩·叶, 哈维尔·雷西奥·格雷西亚	斯科特·怀特, 诺兰·诺斯, 马修·杨·金, 迈克尔·本耶尔, 乔什·布雷纳, 艾莉·康德伦, 亨利·杜思韦特, 亚伦·希梅尔斯坦, 斯蒂芬·卡皮契奇, 莫里斯·拉马奇, 艾米丽·奥布莱恩, 凯文·迈克尔·理查德森, 海伦·萨德勒, 伊兰妮·谭, 柯克·桑顿, 萨米拉·威利, 玛丽·伊丽莎白·温斯特德, 卡洛斯·阿拉斯拉奇, 亚当·巴特利, 托弗·戈瑞斯, 尤里·洛文塔尔, 克里斯托弗·L·帕森, 弗雷德·塔特西奥, 布鲁斯·托马斯, 艾玛·索内特, 加里·安东尼·威廉斯, 盖瑞·科尔, 约翰·迪·马吉欧, 克里斯·帕内尔, 吉姆·皮里, 内斯特·塞拉诺, 吉尔·塔利, 劳拉·沃德尔, 泰姆·温特斯, 格文多林·叶, 奥米德·阿布塔西, 安东尼奥·阿尔瓦雷斯, 布莱恩·布鲁姆, 格雷厄姆·汉密尔顿, 迪特尔·詹森, 安德烈·索格利扎索	美国	喜剧, 科幻, 动画	2019-03-15	2019-01-26	TRUE	8.4	9.2	9	1	2023-01-08
tt6966692	27060077	NA	绿皮书	彼得·法雷里	维果·莫腾森, 马赫沙拉·阿里, 琳达·卡德里尼	美国, 中国大陆	剧情, 喜剧, 传记	2019-03-01	2019-03-02	FALSE	8.2	8.9	7	1	2021-04-11
tt7605074	26266893	NA	流浪地球	郭帆	屈楚萧, 吴京, 李光洁	中国大陆	科幻, 冒险, 灾难	2019-02-05	2019-02-14	FALSE	6	7.9	8	1	2021-04-11
tt9351980	30390700	NA	美国工厂	史蒂文·博格纳尔, 朱莉娅·赖克特	曹德旺, 王河, Junming 'Jimmy' Wang	美国	纪录片	2019-01-25	2020-02-29	FALSE	7.4	8.3	7	1	2021-04-11
tt5463162	26588308	NA	死侍2：我爱我家	大卫·雷奇	瑞恩·雷诺兹, 乔什·布洛林, 朱利安·迪尼森	美国	喜剧, 动作, 科幻	2019-01-25	2019-01-25	FALSE	7.7	7.3	8	1	2021-04-11
tt7046974	27042467	NA	摇摆狂潮	姜炯哲	都暻秀, 朴慧秀, 吴政世	韩国	剧情, 战争, 歌舞	2018-12-19	2019-01-26	FALSE	7.5	8.2	7	1	2021-04-11
tt0096283	1291560	NA	龙猫	宫崎骏	日高法子, 坂本千夏, 糸井重里	日本	动画, 奇幻, 冒险	2018-12-14	NA	FALSE	8.2	9.2	9	1	2021-04-11
