isbn	douban_id	blog_link	title_zh	subtitle_zh	title	author	publisher	published_date	pages	purchasing_date	begin_reading_date	finish_reading_date	douban_rating	rating	auto_update	show	updated_date
9787510842252	26747208	NA	优秀的绵羊	NA	Excellent Sheep	[美] 威廉·德雷谢维奇	九州出版社	2016-4	232	2017-06-01	NA	NA	8	NA	1	1	2020-01-24
9787020118076	26821461	NA	北鸢	NA	NA	葛亮	人民文学出版社	2016-10-1	490	2017-06-01	NA	NA	7.9	NA	1	1	2020-01-24
9787208130500	26425831	NA	斯通纳	NA	Stoner	[美] 约翰·威廉斯	上海人民出版社	2016-1	336	2017-06-01	NA	NA	8.8	NA	1	1	2020-01-24
9787550263802	26666533	NA	梵高手稿	梵高书信、画作、珍贵手稿	Van Gogh’s Letters：The Mind of the Artist in Paintings, Drawings, and Words,1875-1890	[荷] 文森特·梵高 / [美] H. 安娜·苏 / 编	北京联合出版公司	2015-12	416	2017-06-01	NA	NA	9.4	NA	1	1	2020-01-24
9787540465018	25843173	NA	恰到好处的幸福	NA	NA	毕淑敏	湖南文艺出版社	2014-3	256	2017-06-01	NA	NA	6.6	NA	1	1	2020-01-24
9787540465025	25843171	NA	温柔就是能够对抗世间所有的坚硬	NA	NA	毕淑敏	湖南文艺出版社	2014-3	256	2017-06-01	NA	NA	7.3	NA	1	1	2020-01-24
9787540465001	25843172	NA	人生终要有一场触及灵魂的旅行	NA	NA	毕淑敏	湖南文艺出版社	2014-2-1	304	2017-06-01	NA	NA	6.4	NA	1	1	2020-01-24
9787535767134	6749832	NA	复杂	NA	Complexity: A Guided Tour	梅拉妮·米歇尔	湖南科学技术出版社	2011-8-1	409	2017-02-02	NA	NA	9	NA	1	1	2020-01-24
9787550270206	26848740	NA	认识电影：全彩插图第12版	NA	Understanding Movies, 12e	[美] 路易斯·贾内梯	北京联合出版公司·后浪出版公司	2016-9	584	2016-12-30	NA	NA	9.3	NA	1	1	2020-01-24
9787535488473	26802388	NA	自在独行	贾平凹的独行世界	NA	贾平凹	长江文艺出版社	2016-7-1	320	2016-11-07	NA	NA	7.3	NA	1	1	2020-01-24
9787213067792	26576861	NA	最好的告别	关于衰老与死亡，你必须知道的常识	Being Mortal: Medicine and What Matters in the End	[美] 阿图·葛文德	浙江人民出版社	2015-7-31	248	2016-11-05	2017-11-01	NA	9	NA	1	1	2020-01-24
9787510835865	26362908	NA	女神一号	NA	NA	冯唐	九州出版社	2015-5	216	2016-11-05	NA	NA	6.2	NA	1	1	2020-01-24
9787550248083	26364209	NA	那些古怪又让人忧心的问题	前NASA成员、美国最火科普博客xkcd幽默问答集	What If ?: Serious Scientific Answers to Absurd Hypothetical Questions	[美] 兰道尔·门罗	北京联合出版公司	2015-5	304	2016-11-05	?	?	8	6	1	1	2020-01-24
9787222137370	26674343	NA	容忍与自由	NA	NA	胡适	云南人民出版社	2015-10-1	216	2016-11-05	2019-04-07	2019-05-19	8.6	9	1	1	2020-01-24
9787535673800	26639786	NA	舍得，舍不得	带着《金刚经》旅行	NA	蒋勋	湖南美术出版社	2015-10	256	2016-11-05	NA	NA	8	NA	1	1	2020-01-24
9787508641270	24863307	NA	那时 · 西藏	中国国家地理	NA	徐家树	中信出版社	2013-8	228	2016-11-05	NA	NA	7.9	NA	1	1	2020-01-24
9787802363588	3990022	NA	美国纽约摄影学院摄影教材（上册）	最新修订版	NA	美国纽约摄影学院	中国摄影出版社	2010-8	609	2016-11-05	NA	NA	9.2	NA	1	1	2020-01-24
9787802363595	3990023	NA	美国纽约摄影学院摄影教材（下册）	最新修订版	NA	美国纽约摄影学院	中国摄影出版社	2010-8	1234	2016-11-05	NA	NA	9	NA	1	1	2020-01-24
9787511361462	26904500	NA	月亮和六便士	NA	The Moon And Sixpence	[英] 威廉·萨默塞特·毛姆	中国华侨出版社	2016-9	320	2016-11-02	NA	NA	8.4	NA	1	1	2020-01-24
9787508664347	26831788	NA	旅行与读书	NA	NA	詹宏志	中信出版集团 / 中信·大方	2016-8	404	2016-11-02	NA	NA	7.8	NA	1	1	2020-01-24
9787508663616	26850526	NA	追时间的人	信息过载时代的知识解决方案	NA	阳志平 / 刘建鸿 / 吴宝沛 / 周亮 / 程乐华 / 陈虎平 / 赵昱鲲 / 卢立 / 王崇巍 / 陈忻 / 解慧超 / 安替 / 王佩 / 魏坤琳 / 戴俊毅	中信出版社	2016-8-26	485	2016-11-02	NA	NA	7.6	NA	1	1	2020-01-24
9787508657677	26683648	NA	民主的不满	美国在寻求一种公共哲学	Democracy's Discontent: America in Search of a Public Philos	[美] 迈克尔·桑德尔	中信出版社	2016-8	544	2016-11-02	NA	NA	8.3	NA	1	1	2020-01-24
9787550278257	26801831	NA	在宇宙间不易被风吹散	NA	NA	冯唐	北京联合出版公司	2016-6-1	237	2016-11-02	2018-02-03	2018-02-03	7.2	8	1	1	2020-01-24
9787302399506	26662833	NA	手机摄影大全	轻松拍出大片味儿	罗磊	罗磊 / 柏松	清华大学出版社	2015-8-1	218	2016-11-02	NA	NA	5.4	NA	1	1	2020-01-24
9787539957173	25829693	NA	永恒的终结	关于时间旅行的终极奥秘和恢宏构想	The End of Eternity	[美] 艾萨克·阿西莫夫	江苏凤凰文艺出版社	2014-9-1	264	2016-11-02	NA	NA	9	NA	1	1	2020-01-24
9787201088945	25829693	NA	永恒的终结	关于时间旅行的终极奥秘和恢宏构想	The End of Eternity	[美] 艾萨克·阿西莫夫	江苏凤凰文艺出版社	2014-9-1	264	2016-11-02	NA	NA	9	NA	1	1	2020-01-24
9787542631664	4238362	NA	送你一颗子弹	NA	NA	刘瑜	上海三联书店	2010-1	339	2016-11-02	NA	NA	8.6	NA	1	1	2020-01-24
9787208061644	1770782	NA	追风筝的人	NA	The Kite Runner	[美] 卡勒德·胡赛尼	上海人民出版社	2006-5	362	2016-11-02	NA	NA	8.9	NA	1	1	2020-01-24
9787100040945	1013208	/cn/2019/02/how-to-read-a-book	如何阅读一本书	NA	How to Read a Book	[美] 莫提默·J. 艾德勒 / 查尔斯·范多伦	商务印书馆	2004-1	376	2016-11-02	2018-11-21	2019-02-07	8.4	8	1	1	2020-01-24
9787530212004	10517238	NA	平凡的世界	NA	NA	路遥	北京出版集团公司,北京十月文艺出版社	2012-3-1	1251	2016-11-02	NA	NA	9	NA	1	1	2020-01-24
9789863426677	26931905	NA	终极算法	机器学习和人工智能如何重塑世界	The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World	[美] 佩德罗·多明戈斯	中信出版集团	2017-1-1	402	2016-09-12	NA	NA	7.1	NA	1	1	2020-01-24
9789571367286	26849519	NA	當呼吸化為空氣	一位天才神經外科醫師最後的生命洞察	When Breath Becomes Air	保羅·卡拉尼提 / Paul Kalanithi	時報文化出版企業股份有限公司	2016-7-31	284	2016-09-12	NA	NA	9.1	NA	1	1	2020-01-24
9789863870920	26751849	NA	NA	NA	NA	NA	NA	NA	NA	2016-09-12	NA	NA	NA	NA	1	1	2020-01-24
9787210079026	26659614	NA	谢谢自己够勇敢	你是最好的自己Vol2.0	NA	张皓宸 / 杨杨	江西人民出版社	2015-11-7	256	2016-07-28	NA	NA	6.9	NA	1	1	2020-01-24
9787533937294	24827144	NA	沥川往事（上下）	NA	NA	施定柔	浙江文艺出版社	2013-7-1	471	2016-07-25	?	?	6.7	8	1	1	2020-01-24
9787121286681	26805816	NA	全世界最简单的西餐	NA	SIMPLISSIME	J.-F. Mallet	电子工业出版社	2016-6-1	384	2016-06-17	?	?	6.7	8	1	1	2020-01-24
9787550273771	26767643	NA	愿所有美好如期而至	NA	NA	十点读书	北京联合出版公司	2016-4	256	2016-06-06	NA	NA	6.8	NA	1	1	2020-01-24
9787508660455	26759508	NA	硅谷钢铁侠	埃隆·马斯克的冒险人生	Elon Musk	[美] 阿什利·万斯	中信出版集团	2016-4	368	2016-06-06	NA	NA	8.1	NA	1	1	2020-01-24
9787503174636	25901715	NA	Lonely Planet 孤独星球：青海（2014年版）	2014全新版	NA	澳大利亚LonelyPlanet公司	中国地图出版社	2014-5-1	333	2016-06-06	NA	NA	8.4	NA	1	1	2020-01-24
9787510446191	25978468	NA	遇见孩子，遇见更好的自己	NA	Intentional Parenting	[美]赛西·高夫 / 戴维·托马斯 / 梅丽莎·切瓦特桑	新世界出版社·阳光博客	2014-10-1	240	2016-06-06	NA	NA	7.6	NA	1	1	2020-01-24
9787811204858	3841198	NA	西藏,改变一生的旅行	(西藏旅游全身心攻略)	NA	尼玛达娃	汕头大学出版社	2011-1	340	2016-06-06	NA	NA	8	NA	1	1	2020-01-24
9787503248955	26426691	NA	西藏	NA	NA	《走遍中国》编辑部	中国旅游出版社	2007-7	340	2016-06-06	NA	NA	7.2	NA	1	1	2020-01-24
9787549550166	25870310	NA	野火集	三十周年纪念版	NA	龙应台	广西师范大学出版社	2014-5	360	2016-06-02	NA	NA	8.8	NA	1	1	2020-01-24
9787508647357	25985021	NA	人类简史	从动物到上帝	A brief history of humankind	[以色列] 尤瓦尔·赫拉利	中信出版社	2014-11	440	2016-06-02	NA	NA	9.1	NA	1	1	2020-01-24
9787121241895	26236917	NA	一本摄影书2	NA	NA	赵嘉 / 爱摄影工社	电子工业出版社	2014-10-10	362	2016-06-02	NA	NA	7	NA	1	1	2020-01-24
9787121202247	24706903	NA	摄影的骨头	高品质数码摄影流程	NA	赵嘉	电子工业出版社	2013-6-1	513	2016-06-02	NA	NA	7.7	NA	1	1	2020-01-24
9787121186684	20502597	NA	光的美学	NA	NA	赵嘉 / 于然	电子工业出版社	2013-1	267	2016-06-02	NA	NA	7.4	NA	1	1	2020-01-24
9787121154904	10426611	NA	一本摄影书	NA	NA	赵嘉 / 爱摄影工社	电子工业出版社	2012-2	377	2016-06-02	NA	NA	8.4	NA	1	1	2020-01-24
9787563932214	19986371	NA	一只特立独行的猪	NA	NA	王小波	北京工业大学出版社	2012-10-1	242	2016-06-02	NA	NA	8.4	NA	1	1	2020-01-24
9787563932221	19986372	NA	沉默的大多数	NA	NA	王小波	北京工业大学出版社	2012-10-1	247	2016-06-02	NA	NA	8.8	NA	1	1	2020-01-24
9787563932252	19986373	NA	我的精神家园	NA	NA	王小波	北京工业大学出版社	2012-10	231	2016-06-02	NA	NA	8.9	NA	1	1	2020-01-24
9787563932207	19986374	NA	青铜时代（上下册）	NA	NA	王小波	NA	2012-10	691	2016-06-02	NA	NA	9	NA	1	1	2020-01-24
9787563932245	19986375	NA	白银时代	NA	NA	王小波	北京工业大学出版社	2012-10	429	2016-06-02	NA	NA	8.5	NA	1	1	2020-01-24
9787563932238	19986376	NA	黄金时代	NA	NA	王小波	北京工业大学出版社	2012-10	444	2016-06-02	NA	NA	8.8	NA	1	1	2020-01-24
9787121138652	6722012	NA	兵书十二卷	摄影器材与技术	NA	赵嘉	电子工业出版社	2011-8	240	2016-06-02	NA	NA	8	NA	1	1	2020-01-24
9787562623656	26735839	NA	"戴旭与美军""中国通""的战略对话"	NA	NA	戴旭 / 马伟宁	国防大学出版社	2016-3-1	NA	2016-06-01	?	?	6.4	7	1	1	2020-01-24
9789576393327	1859994	NA	臺北人	NA	NA	白先勇	爾雅	2002	347	2016-05-09	NA	NA	9.1	NA	1	1	2020-01-24
9789869014946	25897476	NA	S.	NA	S. - Ship of Theseus	J. J. 亞伯拉罕(J. J Abrams) / 道格·道斯特(Doug Dorst)	寂寞	2014-9-18	472	2016-05-05	NA	NA	8.6	NA	1	1	2020-01-24
9787535447340	19940743	NA	文化苦旅	余秋雨三十年散文自选集	NA	余秋雨	长江文艺出版社	2014-2	287	2016-05-05	NA	NA	8.1	NA	1	1	2020-01-24
9787214149879	25759355	NA	边城	2013最新修订纪念典藏版	NA	沈从文	武汉出版社	2013-9	361	2016-05-05	NA	NA	8.6	NA	1	1	2020-01-24
9787121272295	26652329	NA	失控	全人类的最终命运和结局	Out of Control	[美] 凯文·凯利	译言·东西文库／电子工业出版社	2016-1	739	2016-03-10	NA	NA	8.3	NA	1	1	2020-01-24
9787543096158	26656779	NA	当你的才华还撑不起你的梦想时	NA	NA	特立独行的猫	武汉出版社	2016-1-1	256	2016-03-08	NA	NA	7	NA	1	1	2020-01-24
9787505735446	26576605	NA	这么慢，那么美	慢一点，才能发现幸福的全部细节	NA	罗敷	中国友谊出版公司	2015-8-1	232	2016-03-08	?	?	6.1	7	1	1	2020-01-24
9787508636238	20366368	NA	公正	NA	Justice: What's the Right Thing to Do?	[美] 迈克尔·桑德尔	中信出版社	2012-11-30	320	2016-01-19	NA	NA	9	NA	1	1	2020-01-24
9787549564125	26371102	NA	亲爱的安德烈（插图第2版）	两代共读的36封家书	NA	龙应台 / 安德烈	广西师范大学出版社	2015-4	276	2016-01-06	NA	NA	8.8	NA	1	1	2020-01-24
9787508654850	26632580	NA	只要不忘了回家的路	NA	NA	小鹏	中信出版社	2015-10-1	320	2016-01-06	NA	NA	7.5	NA	1	1	2020-01-24
9787549550173	25809269	NA	目送	龙应台“人生三书”之三	NA	龙应台	广西师范大学出版社	2014-1	296	2016-01-06	NA	NA	8.5	NA	1	1	2020-01-24
9787508635040	11614288	NA	我们为什么旅行	NA	NA	小鹏	中信出版社	2012-9	272	2016-01-06	NA	NA	7.2	NA	1	1	2020-01-24
9787513303699	6794016	NA	如何成为一个怪物	NA	NA	冯唐	新星出版社	2011-10	363	2016-01-06	NA	NA	7.5	NA	1	1	2020-01-24
9787549550159	25809148	NA	孩子你慢慢来	龙应台“人生三书”之一	NA	龙应台	广西师范大学出版社	2014-1	160	2016-01-06	?	?	8.7	9	1	1	2020-01-24
9789570524888	5368844	NA	新人生觀-修訂本	NA	NA	羅家倫 / 周玉山 修訂	臺灣商務印書館	2010-6	224	2016-01-04	?	2017-10-31	NA	9	1	1	2020-01-24
9789868456938	3380388	NA	惡搞研習營	NA	NA	[美] 恰克·帕拉尼克	小異出版	2008-12-24	448	2016-01-04	NA	NA	8.9	NA	1	1	2020-01-24
9787300173665	24527516	NA	一年通往作家路	一年通往作家路:提高写作技巧的12堂课	NA	苏珊·M·蒂贝尔吉安	中国人民大学出版社	2013-5	236	2016-01-04	NA	NA	7.4	NA	1	1	2020-01-24
9787300218397	26616470	NA	写小说的艺术	创意写作书系	NA	[英]安德鲁·考恩	中国人民大学出版社	2015-10	NA	2016-01-04	NA	NA	8	NA	1	1	2020-01-24
9787536692930	2567698	NA	三体	“地球往事”三部曲之一	NA	刘慈欣	重庆出版社	2008-1	302	2016-01-04	NA	NA	8.8	NA	1	1	2020-01-24
9787536693968	3066477	NA	三体Ⅱ	黑暗森林	NA	刘慈欣	重庆出版社	2008-5	470	2016-01-04	NA	NA	9.3	NA	1	1	2020-01-24
9787229030933	5363767	NA	三体Ⅲ	死神永生	NA	刘慈欣	重庆出版社	2010-11	513	2016-01-04	NA	NA	9.2	NA	1	1	2020-01-24
9787229004767	3636385	NA	超新星纪元	全本珍藏版	NA	刘慈欣	重庆出版社	2009	342	2016-01-04	NA	NA	7.5	NA	1	1	2020-01-24
9787536455382	1192090	NA	球状闪电	NA	NA	刘慈欣	四川科学技术出版社	2005-6	281	2016-01-04	NA	NA	8.7	NA	1	1	2020-01-24
9787539945545	6558446	NA	生如夏花	泰戈尔经典诗选	NA	[印度] 拉宾德拉纳特·泰戈尔	江苏文艺出版社	2011-7-1	283	2016-01-03	?	?	8.4	8	1	1	2020-01-24
9787538743241	26357936	NA	不念过往  念远方	NA	NA	徐昊原	时代文艺出版社	2015-5-1	224	2015-12-14	NA	NA	5.2	NA	1	1	2020-01-24
9787550263024	26628313	NA	柴犬绅士	都市型男好品位穿搭指南	MENSWEAR DOG PRESENTS THE NEW CLASSICS: Fresh Look for the Modern Man	[美] 大卫·冯 / [美] 叶娜·金	北京联合出版公司	2015-11	160	2015-12-14	NA	NA	8.2	NA	1	1	2020-01-24
9787201083209	25806628	NA	万物生长	NA	NA	冯唐	天津人民出版社	2014-9	240	2015-12-14	NA	NA	7	NA	1	1	2020-01-24
9787201083223	25869807	NA	欢喜	NA	NA	冯唐	天津人民出版社	2014-4	216	2015-12-14	NA	NA	6.6	NA	1	1	2020-01-24
9787201083193	25861738	NA	北京，北京	NA	NA	冯唐	天津人民出版社	2014-3	240	2015-12-14	NA	NA	7	NA	1	1	2020-01-24
9787539975276	26235467	NA	你不懂咖啡	有料、有趣、还有范儿的咖啡知识百科	コーヒー「こつ」の科学―コーヒーを正しく知るために	石胁智广	江苏凤凰文艺出版社	2014-11-1	148	2015-12-14	NA	NA	7.4	NA	1	1	2020-01-24
9787121216824	25747269	NA	颠覆医疗	大数据时代的个人健康革命	The Creative Destruction of Medicine	[美] 埃里克·托普	译言·东西文库／电子工业出版社	2014-1-20	285	2015-12-14	NA	NA	7.7	NA	1	1	2020-01-24
9787201085166	25806635	NA	三十六大	NA	NA	冯唐	天津人民出版社	2014-1	192	2015-12-14	NA	NA	7.4	NA	1	1	2020-01-24
9787201082349	24856639	NA	冯唐诗百首	NA	NA	冯唐	天津人民出版社	2013-7	230	2015-12-14	NA	NA	7	NA	1	1	2020-01-24
9787201083988	25806573	NA	活着活着就老了	NA	NA	冯唐	天津人民出版社	2013-10	344	2015-12-14	NA	NA	7.3	NA	1	1	2020-01-24
9787201083216	25803226	NA	十八岁给我一个姑娘	NA	NA	冯唐	天津人民出版社	2013-10	216	2015-12-14	NA	NA	7	NA	1	1	2020-01-24
9789869125420	NA	NA	爲什麼去遠方	NA	NA	張苡絃	沐風文化出版有限公司	NA	264	2015-12-12	NA	NA	NA	NA	0	1	2018-10-16
4711225310442	4842446	NA	巨流河	NA	NA	齐邦媛	生活·读书·新知三联书店	2010-10	398	2015-12-11	NA	NA	8.7	NA	1	1	2020-01-24
9789868727519	6539859	NA	甲骨文	一次占卜當代中國的旅程	Oracle Bones : A Journey Through Time in China	何偉	八旗文化	NA	557	2015-12-11	NA	NA	NA	NA	0	1	2018-10-16
9789863870371	NA	NA	大江大海一九四九	NA	NA	龍應台	印刻文學生活雜誌出版股份有限公司	NA	416	2015-12-11	NA	NA	NA	NA	0	1	2018-10-16
9789865842666	NA	NA	這才是真實的中國史	NA	NA	宮脇淳子	八旗文化	2015-11-11	304	2015-12-11	NA	NA	NA	NA	0	1	2018-10-16
9787539978406	26295733	NA	我知道你没那么坚强	NA	NA	这么远那么近	江苏凤凰文艺出版社	2015-2-1	282	2015-09-28	NA	NA	7.1	NA	1	1	2020-01-24
9787508646640	26306686	NA	创业维艰	如何完成比难更难的事	The Hard Thing About Hard Things	本·霍洛维茨 Ben Horowitz	中信出版社	2015-2	320	2015-09-28	NA	NA	8.3	NA	1	1	2020-01-24
9787508649719	26297606	NA	从0到1	开启商业与未来的秘密	Zero to One: Notes on Startups, or How to Build the Future	彼得·蒂尔 / 布莱克·马斯特斯	中信出版股份有限公司	2015-1-1	260	2015-09-28	NA	NA	7.5	NA	1	1	2020-01-24
9787514606539	20385769	NA	美军第一狙击手	一个美军海豹突击队员的生死狙击	NA	克里斯·凯尔	NA	2012-12	280	2015-09-21	NA	NA	6.3	NA	1	1	2020-01-24
9787510448324	25850095	NA	大卫·贝克汉姆	NA	David Beckham	[英]大卫·贝克汉姆	新世界出版社	2014-4	288	2015-09-21	?	?	7.6	8	1	1	2020-01-24
9787515508511	25749390	NA	贝影：大卫·贝克汉姆传	NA	NA	《天下足球》	金城出版社	2014-1-1	256	2015-09-21	?	?	8.7	9	1	1	2020-01-24
9787550238541	26638562	NA	最后一颗子弹留给我	NA	NA	刘猛	北京联合出版公司	2019-1	397	2015-09-21	?	?	NA	8	1	1	2020-01-24
9787508653594	26582822	NA	重新定义公司	谷歌是如何运营的	How Google Works	[美] 埃里克·施密特	中信出版社	2015-8	359	2015-09-01	NA	NA	8.2	NA	1	1	2020-01-24
9787213063503	26263563	NA	冲上云霄	大型喷气机的飞行	Flying the Big Jets：All You Wanted to Know About the Jumbos but Couldn't Find a Pilot to Ask	[英]斯坦利·斯图尔特 / [英]约翰·爱德华兹	湛庐文化策划 浙江人民出版社出版	2014-12-1	311	2015-09-01	NA	NA	8	NA	1	1	2020-01-24
9787540458027	25747921	NA	从你的全世界路过	让所有人心动的故事	NA	张嘉佳	湖南文艺出版社	2013-11-1	376	2014-03-15	?	?	7	7	1	1	2020-01-24
9787802325876	20559222	NA	国际特种兵军事手语揭秘	NA	NA	罗志华	时事出版社	2013-2	307	2013-12-29	?	?	NA	7	1	1	2020-01-24
9787508622828	5264779	NA	背包十年	我的职业是旅行	NA	小鹏	中信出版社	2010-10	256	2013-11-11	?	?	7.4	7	1	1	2020-01-24
9787108042453	19958089	NA	我们仨	NA	NA	杨绛	生活·读书·新知三联书店	2012-9	165	2013-11-11	?	?	9	10	1	1	2020-01-24
9787508619439	4722180	NA	谁动了我的奶酪?-纪念版	NA	NA	斯宾塞·约翰逊(Spencer Johnson)	中信出版社	2010-5	105	2013-11-11	?	?	7.7	8	1	1	2020-01-24
9787800875830	1056295	NA	人性的弱点全集	NA	How to Win Friends and Influence People	[美] 戴尔·卡耐基	中国发展出版社	2008-1	496	2013-11-11	?	?	8.2	7	1	1	2020-01-24
9787508640440	24722609	NA	催眠师手记	国内第一部心理推理纪实档案	NA	高铭	中信出版社	2013-7-1	360	2013-11-11	?	?	7.4	6	1	1	2020-01-24
9787505730007	10736800	NA	重口味心理学	怎样证明你不是神经病？	NA	姚尧	中国友谊出版公司	2012-5-1	271	2013-11-11	?	?	6.6	6	1	1	2020-01-24
9787307075429	4242172	NA	天才在左 疯子在右	国内第一本精神病人访谈手记	NA	高铭	武汉大学出版社	2010-2	258	2013-11-11	?	?	8.1	7	1	1	2020-01-24
9787561760710	7064313	NA	突然就走到了西藏	行走的力量	POWER TO GO	陈坤	华东师范大学出版社	2012-1	248	2013-11-11	?	?	7.7	8	1	1	2020-01-24
9787508630069	6798611	NA	史蒂夫·乔布斯传	NA	Steve Jobs: A Biography	[美] 沃尔特·艾萨克森	中信出版社	2011-10-24	560	2013-11-11	?	?	8.7	8	1	1	2020-01-24
9787511316585	6784039	NA	你若安好便是晴天	林徽因传	NA	白落梅	中国华侨出版社	2011-9	263	2013-11-11	?	?	5.7	7	1	1	2020-01-24
9787532744206	2991664	NA	相约星期二	NA	Tuesdays with Morrie	[美] 米奇·阿尔博姆	上海译文出版社	2008-1	196	2013-11-11	?	?	8.7	8	1	1	2020-01-24
9787544253994	6082808	NA	百年孤独	NA	Cien años de soledad	[哥伦比亚] 加西亚·马尔克斯	南海出版公司	2011-6	360	2013-11-11	NA	NA	9.2	NA	1	1	2020-01-24
9787532751655	4920007	NA	不能承受的生命之轻	中文全译本百万纪念版	NA	[捷克] 米兰·昆德拉	上海译文出版社	2010-8	394	2013-11-11	NA	NA	8.8	NA	1	1	2020-01-24
9787507512359	1040397	NA	假如给我三天光明	海伦·凯勒自传	three days to see	海伦・凯勒(helen keller)	华文出版社	2003-1	333	2013-11-11	?	?	8.1	8	1	1	2020-01-24
9787544711296	4894485	NA	麦田里的守望者	NA	The Catcher in the Rye	J·D·塞林格	译林出版社	2010-6	231	2013-11-11	?	?	7.8	8	1	1	2020-01-24
9787544711098	4881637	NA	老人与海	NA	NA	[美] 欧内斯特·海明威	译林出版社	2010-6-1	148	2013-11-11	?	?	8.6	8	1	1	2020-01-24
9787511305206	4987594	NA	小王子	NA	Le Petit Prince	圣埃克苏佩里	中国华侨出版社	2010-8-1	85	2013-11-11	?	?	9.2	9	1	1	2020-01-24
9787535427304	1022060	NA	狼图腾	NA	NA	姜戎	长江文艺出版社	2004-4	408	2013-11-11	?	?	8.2	8	1	1	2020-01-24
9787507527247	4092572	NA	厚黑学大全集	NA	NA	李宗吾	华文出版社	2009-11-1	425	2013-11-11	?	?	7.3	7	1	1	2020-01-24
9787513310369	20497889	NA	全世界人民都知道	NA	NA	李承鹏	新星出版社	2013-1-10	320	2013-03-08	?	?	7.3	7	0	1	2020-01-24
9787508636207	20278327	NA	谁的青春不迷茫	一个奋斗小青年的逆袭人生	NA	刘同	中信出版社	2012-12	408	2013-03-08	?	?	5.8	6	1	1	2020-01-24
9787549529322	20427187	NA	看见	NA	NA	柴静	广西师范大学出版社	2013-1-1	405	2013-03-08	?	?	8.8	9	1	1	2020-01-24
9787547206294	6395281	NA	FBI教你读心术	NA	What Every Body is Saying	[美]乔·纳瓦罗 / [美]马文·卡尔林斯	吉林文史出版社	2011-5-16	294	2012-11-11	?	?	6.8	6	1	1	2020-01-24
9787229043582	6724865	NA	坚不可摧	一个关于生存、抗争和救赎的二战故事	Unbroken: A World War II Story of Survival, Resilience, and Redemption	[美] 劳拉·希伦布兰德	重庆出版社	2011-8	398	2012-11-11	?	?	8.8	8	1	1	2020-01-24
9787802254893	3098671	NA	士兵突击完全版	NA	NA	兰晓龙	新星出版社	2008	424	2012-03-04	?	?	9.2	10	1	1	2020-01-24
9787810620253	2103239	NA	缉捕术	NA	NA	王勇主编	警官教育出版社	1998-1	280	2011-11-11	?	?	NA	NA	1	1	2020-01-24
9787802117723	3402743	NA	简爱	NA	NA	[英] 夏洛蒂·勃朗特	中央编译出版社	2008-11	622	2011-07-21	?	?	8.8	8	1	1	2020-01-24
9787802117327	3268582	NA	Pride and Prejudice	NA	NA	[英] 简·奥斯汀	中央编译出版社	2008-9	505	2011-07-21	?	?	8.9	8	1	1	2020-01-24
9787508620824	4860552	NA	活着就为改变世界	史蒂夫·乔布斯传	NA	[美] 杰弗里·扬 / 威廉·西蒙	中信出版社	2010-6	270	2010-11-05	?	?	7.1	8	1	1	2020-01-24
9787508621050	4860526	NA	乔布斯的魔力演讲	NA	The Presentation Secrets of Steve Jobs	[美]卡迈恩·加洛	中信出版社	2010-7	276	2010-11-05	?	?	7.6	7	1	1	2020-01-24
9787807596899	3714608	NA	活在当下	365日静心课	NA	约瑟夫·牛顿	万卷出版公司	2009-4	364	2009-06-28	?	?	7.5	8	1	1	2020-01-24
9787300087016	2347737	NA	深夜加油站遇见苏格拉底	NA	Way of the Peaceful Warrior: A Book That Changes Lives	[美] 丹·米尔曼	中国人民大学出版社	2007-11	192	2009-06-28	?	?	8	9	1	1	2020-01-24
9787505416772	2209098	NA	致我们终将逝去的青春	NA	NA	辛夷坞	朝华出版社	2007-8	315	2008-12-09	?	?	7.8	8	1	1	2020-01-24
9787501217892	1083403	NA	世界上最伟大的推销员	插图本珍藏版	The Greatest Salesman in the World	[美] 奥格·曼狄诺	世界知识出版社	2002-8	245	2008-12-09	?	?	7.9	9	1	1	2020-01-24
9787544700412	1806762	NA	我的儿子贝克汉姆	NA	NA	[英国]特德·贝克汉姆	译林出版社	2006-6	238	2008-12-09	?	?	7.9	8	1	1	2020-01-24
9787507415612	1049924	NA	大卫·贝克汉姆	我的立场	NA	（英）贝克汉姆	中国城市出版社	2003-11	343	2008-12-09	?	?	7.5	8	1	1	2020-01-24
9787544305488	1064298	NA	海蒂性学报告：男人篇	NA	NA	[美] 雪儿·海蒂	海南出版社	2002-9	774	2008-12-09	?	?	7.6	8	1	1	2020-01-24
9787807531920	3007205	NA	名枪的历史	NA	NA	张金军	哈尔滨	2008-2	193	2008-11-13	?	?	7.6	7	1	1	2020-01-24
9787212031480	3178518	NA	世界武器图典	公元前5000年-公元前21世纪	The New Weapons of the World Encyclopedia	The Diagram Group	安徽人民出版社	2008.8	343	2008-11-13	?	?	8.3	8	1	1	2020-01-24
9781626362376	24138021	NA	Instrument Flying Handbook	NA	NA	Federal Aviation Administration	NA	2013-9	368	NA	NA	NA	NA	NA	1	1	2020-01-24
9787508630250	25777432	NA	罗马人的故事（礼品装，全15册）	NA	ローマ人の物語	盐野七生	中信出版社	2013-11-1	5250	NA	NA	NA	9.1	NA	1	1	2020-01-24
